Voltage U1	Current IA	Temperature Tact	Voltage U2	Voltage UH
U1/V	IA/nA	Tact/°C	U2/V	UH/V

18.51	0.12	195	2.0	6.3
18.53	0.12	195	2.0	6.3
18.55	0.13	195	2.0	6.3
18.58	0.13	195	2.0	6.3
18.60	0.12	195	2.0	6.3
18.63	0.12	195	2.0	6.3
18.65	0.12	195	2.0	6.3
18.68	0.13	195	2.0	6.3
18.70	0.13	195	2.0	6.3
18.73	0.14	195	2.0	6.3
18.75	0.10	195	2.0	6.3
18.77	0.10	195	2.0	6.3
18.80	0.08	195	2.0	6.3
18.82	0.07	195	2.0	6.3
18.85	0.07	195	2.0	6.3
18.87	0.09	195	2.0	6.3
18.90	0.09	195	2.0	6.3
18.92	0.10	195	2.0	6.3
18.94	0.12	195	2.0	6.3
18.97	0.12	195	2.0	6.3
18.99	0.13	195	2.0	6.3
19.02	0.13	195	2.0	6.3
19.04	0.15	195	2.0	6.3
19.07	0.17	195	2.0	6.3
19.09	0.18	195	2.0	6.3
19.12	0.20	195	2.0	6.3
19.14	0.20	195	2.0	6.3
19.16	0.23	195	2.0	6.3
19.19	0.23	195	2.0	6.3
19.21	0.23	195	2.0	6.3
19.24	0.22	195	2.0	6.3
19.26	0.22	195	2.0	6.3
19.29	0.21	195	2.0	6.3
19.31	0.22	195	2.0	6.3
19.34	0.22	195	2.0	6.3
19.36	0.26	195	2.0	6.3
19.38	0.27	195	2.0	6.3
19.41	0.29	195	2.0	6.3
19.43	0.32	195	2.0	6.3
19.46	0.34	195	2.0	6.3
19.48	0.36	195	2.0	6.3
19.51	0.38	195	2.0	6.3
19.53	0.41	195	2.0	6.3
19.56	0.41	195	2.0	6.3
19.58	0.42	195	2.0	6.3
19.60	0.44	195	2.0	6.3
19.63	0.45	195	2.0	6.3
19.65	0.50	195	2.0	6.3
19.68	0.53	195	2.0	6.3
19.70	0.56	195	2.0	6.3
19.73	0.56	195	2.0	6.3
19.75	0.58	195	2.0	6.3
19.78	0.57	195	2.0	6.3
19.80	0.58	195	2.0	6.3
19.82	0.59	195	2.0	6.3
19.85	0.64	195	2.0	6.3
19.87	0.66	195	2.0	6.3
19.90	0.67	195	2.0	6.3
19.92	0.72	195	2.0	6.3
19.95	0.74	195	2.0	6.3
19.97	0.76	195	2.0	6.3
19.99	0.80	195	2.0	6.3
20.02	0.84	195	2.0	6.3
20.04	0.88	195	2.0	6.3
20.07	0.91	195	2.0	6.3
20.09	0.94	195	2.0	6.3
20.12	0.97	195	2.0	6.3
20.14	1.00	195	2.0	6.3
20.17	1.02	195	2.0	6.3
20.19	1.05	195	2.0	6.3
20.21	1.07	195	2.0	6.3
20.24	1.10	195	2.0	6.3
20.26	1.11	195	2.0	6.3
20.29	1.13	195	2.0	6.3
20.31	1.17	195	2.0	6.3
20.34	1.23	195	2.0	6.3
20.36	1.26	195	2.0	6.3
20.39	1.30	195	2.0	6.3
20.41	1.35	195	2.0	6.3
20.43	1.37	195	2.0	6.3
20.46	1.40	195	2.0	6.3
20.48	1.42	195	2.0	6.3
20.51	1.48	195	2.0	6.3
20.53	1.52	195	2.0	6.3
20.56	1.55	195	2.0	6.3
20.58	1.60	195	2.0	6.3
20.61	1.64	195	2.0	6.3
20.63	1.68	195	2.0	6.3
20.65	1.71	195	2.0	6.3
20.68	1.75	195	2.0	6.3
20.70	1.78	195	2.0	6.3
20.73	1.81	195	2.0	6.3
20.75	1.82	195	2.0	6.3
20.78	1.84	195	2.0	6.3
20.80	1.88	195	2.0	6.3
20.83	1.92	195	2.0	6.3
20.85	1.96	195	2.0	6.3
20.87	2.01	194	2.0	6.3
20.90	2.08	194	2.0	6.3
20.92	2.12	194	2.0	6.3
20.95	2.16	194	2.0	6.3
20.97	2.19	194	2.0	6.3
21.00	2.24	194	2.0	6.3
21.02	2.26	194	2.0	6.3
21.05	2.29	194	2.0	6.3
21.07	2.34	194	2.0	6.3
21.09	2.38	194	2.0	6.3
21.12	2.42	194	2.0	6.3
21.14	2.45	194	2.0	6.3
21.17	2.49	194	2.0	6.3
21.19	2.52	194	2.0	6.3
21.22	2.55	194	2.0	6.3
21.24	2.58	194	2.0	6.3
21.26	2.60	194	2.0	6.3
21.29	2.63	194	2.0	6.3
21.31	2.66	194	2.0	6.3
21.34	2.70	194	2.0	6.3
21.36	2.73	194	2.0	6.3
21.39	2.78	194	2.0	6.3
21.41	2.81	194	2.0	6.3
21.44	2.84	194	2.0	6.3
21.46	2.87	194	2.0	6.3
21.48	2.91	194	2.0	6.3
21.51	2.94	194	2.0	6.3
21.53	2.95	195	2.0	6.3
21.56	2.97	194	2.0	6.3
21.58	2.97	195	2.0	6.3
21.61	2.95	195	2.0	6.3
21.63	2.94	194	2.0	6.3
21.66	2.95	194	2.0	6.3
21.68	2.94	195	2.0	6.3
21.70	2.93	195	2.0	6.3
21.73	2.93	194	2.0	6.3
21.75	2.89	194	2.0	6.3
21.78	2.86	195	2.0	6.3
21.80	2.84	194	2.0	6.3
21.83	2.82	194	2.0	6.3
21.85	2.79	194	2.0	6.3
21.88	2.79	194	2.0	6.3
21.90	2.76	194	2.0	6.3
21.92	2.72	194	2.0	6.3
21.95	2.68	195	2.0	6.3
21.97	2.64	194	2.0	6.3
22.00	2.59	194	2.0	6.3
22.02	2.54	194	2.0	6.3
22.05	2.48	194	2.0	6.3
22.07	2.42	194	2.0	6.3
22.10	2.33	194	2.0	6.3
22.12	2.27	194	2.0	6.3
22.14	2.20	195	2.0	6.3
22.17	2.14	195	2.0	6.3
22.19	2.08	195	2.0	6.3
22.22	2.01	194	2.0	6.3
22.24	1.92	195	2.0	6.3
22.27	1.86	194	2.0	6.3
22.29	1.77	195	2.0	6.3
22.31	1.70	195	2.0	6.3
22.34	1.62	195	2.0	6.3
22.36	1.57	194	2.0	6.3
22.39	1.52	195	2.0	6.3
22.41	1.47	195	2.0	6.3
22.44	1.42	195	2.0	6.3
22.46	1.40	194	2.0	6.3
22.49	1.34	194	2.0	6.3
22.51	1.27	194	2.0	6.3
22.53	1.22	195	2.0	6.3
22.56	1.16	195	2.0	6.3
22.58	1.09	195	2.0	6.3
22.61	1.02	195	2.0	6.3
22.63	0.96	195	2.0	6.3
22.66	0.90	195	2.0	6.3
22.68	0.85	195	2.0	6.3
22.71	0.81	194	2.0	6.3
22.73	0.76	195	2.0	6.3
22.75	0.73	194	2.0	6.3
22.78	0.70	194	2.0	6.3
22.80	0.66	194	2.0	6.3
22.83	0.62	194	2.0	6.3
22.85	0.61	194	2.0	6.3
22.88	0.57	194	2.0	6.3
22.90	0.55	194	2.0	6.3
22.93	0.53	194	2.0	6.3
22.95	0.51	194	2.0	6.3
22.97	0.49	194	2.0	6.3
23.00	0.47	194	2.0	6.3
23.02	0.45	194	2.0	6.3
23.05	0.43	194	2.0	6.3
23.07	0.39	194	2.0	6.3
23.10	0.35	194	2.0	6.3
23.12	0.34	194	2.0	6.3
23.15	0.31	194	2.0	6.3
23.17	0.29	194	2.0	6.3
23.19	0.28	194	2.0	6.3
23.22	0.27	194	2.0	6.3
23.24	0.26	194	2.0	6.3
23.27	0.25	194	2.0	6.3
23.29	0.24	194	2.0	6.3
23.32	0.24	195	2.0	6.3
23.34	0.24	195	2.0	6.3
23.36	0.23	195	2.0	6.3
23.39	0.23	195	2.0	6.3
23.41	0.22	195	2.0	6.3
23.44	0.25	195	2.0	6.3
23.46	0.25	195	2.0	6.3
23.49	0.25	195	2.0	6.3
23.51	0.27	195	2.0	6.3
23.54	0.27	195	2.0	6.3
23.56	0.25	195	2.0	6.3
23.58	0.24	195	2.0	6.3
23.61	0.24	195	2.0	6.3
23.63	0.24	195	2.0	6.3
23.66	0.24	195	2.0	6.3
23.68	0.25	195	2.0	6.3
23.71	0.25	195	2.0	6.3
23.73	0.26	195	2.0	6.3
23.76	0.27	195	2.0	6.3
23.78	0.28	195	2.0	6.3
23.80	0.30	195	2.0	6.3
23.83	0.34	195	2.0	6.3
23.85	0.35	195	2.0	6.3
23.88	0.37	195	2.0	6.3
23.90	0.38	195	2.0	6.3
23.93	0.43	195	2.0	6.3
23.95	0.44	195	2.0	6.3
23.98	0.47	195	2.0	6.3
24.00	0.50	195	2.0	6.3
24.02	0.52	195	2.0	6.3
24.05	0.53	195	2.0	6.3
24.07	0.55	195	2.0	6.3
24.10	0.57	195	2.0	6.3
24.12	0.59	195	2.0	6.3
24.15	0.61	195	2.0	6.3
24.17	0.63	195	2.0	6.3
24.20	0.67	195	2.0	6.3
24.22	0.70	195	2.0	6.3
24.24	0.73	195	2.0	6.3
24.27	0.77	195	2.0	6.3
24.29	0.80	194	2.0	6.3
24.32	0.83	194	2.0	6.3
24.34	0.87	194	2.0	6.3
24.37	0.91	194	2.0	6.3
24.39	0.95	194	2.0	6.3
24.42	1.01	194	2.0	6.3
24.44	1.04	194	2.0	6.3
24.46	1.08	194	2.0	6.3
24.49	1.11	194	2.0	6.3
24.51	1.15	194	2.0	6.3
24.54	1.17	194	2.0	6.3
24.56	1.20	194	2.0	6.3
24.59	1.25	194	2.0	6.3
24.61	1.28	194	2.0	6.3
24.63	1.32	194	2.0	6.3
24.66	1.37	194	2.0	6.3
24.68	1.42	194	2.0	6.3
24.71	1.46	194	2.0	6.3
24.73	1.51	194	2.0	6.3
24.76	1.56	194	2.0	6.3
24.78	1.60	195	2.0	6.3
24.81	1.64	195	2.0	6.3
24.83	1.69	195	2.0	6.3
24.85	1.75	195	2.0	6.3
24.88	1.79	195	2.0	6.3
24.90	1.88	195	2.0	6.3
24.93	1.94	195	2.0	6.3
24.95	1.99	195	2.0	6.3
24.98	2.05	195	2.0	6.3
25.00	2.10	195	2.0	6.3
25.03	2.11	195	2.0	6.3
25.05	2.14	195	2.0	6.3
25.07	2.19	195	2.0	6.3
25.10	2.24	195	2.0	6.3
25.12	2.30	195	2.0	6.3
25.15	2.35	195	2.0	6.3
25.17	2.42	195	2.0	6.3
25.20	2.48	195	2.0	6.3
25.22	2.53	195	2.0	6.3
25.25	2.60	195	2.0	6.3
25.27	2.66	194	2.0	6.3
25.29	2.71	194	2.0	6.3
25.32	2.77	194	2.0	6.3
25.34	2.83	194	2.0	6.3
25.37	2.87	194	2.0	6.3
25.39	2.96	194	2.0	6.3
25.42	3.03	194	2.0	6.3
25.44	3.10	194	2.0	6.3
25.47	3.18	194	2.0	6.3
25.49	3.24	194	2.0	6.3
25.51	3.28	194	2.0	6.3
25.54	3.33	194	2.0	6.3
25.56	3.37	194	2.0	6.3
25.59	3.40	194	2.0	6.3
25.61	3.46	194	2.0	6.3
25.64	3.52	194	2.0	6.3
25.66	3.59	194	2.0	6.3
25.68	3.66	194	2.0	6.3
25.71	3.72	194	2.0	6.3
25.73	3.80	194	2.0	6.3
25.76	3.87	194	2.0	6.3
25.78	3.95	194	2.0	6.3
25.81	4.03	194	2.0	6.3
25.83	4.09	194	2.0	6.3
25.86	4.15	194	2.0	6.3
25.88	4.23	194	2.0	6.3
25.90	4.27	194	2.0	6.3
25.93	4.33	194	2.0	6.3
25.95	4.41	194	2.0	6.3
25.98	4.47	194	2.0	6.3
26.00	4.53	194	2.0	6.3
26.03	4.58	194	2.0	6.3
26.05	4.64	194	2.0	6.3
26.08	4.69	194	2.0	6.3
26.10	4.73	194	2.0	6.3
26.12	4.78	194	2.0	6.3
26.15	4.85	194	2.0	6.3
26.17	4.90	194	2.0	6.3
26.20	4.95	194	2.0	6.3
26.22	5.01	194	2.0	6.3
26.25	5.06	194	2.0	6.3
26.27	5.12	194	2.0	6.3
26.30	5.17	194	2.0	6.3
26.32	5.22	194	2.0	6.3
26.34	5.28	194	2.0	6.3
26.37	5.34	194	2.0	6.3
26.39	5.39	194	2.0	6.3
26.42	5.43	194	2.0	6.3
26.44	5.47	194	2.0	6.3
26.47	5.50	194	2.0	6.3
26.49	5.50	194	2.0	6.3
26.52	5.49	194	2.0	6.3
26.54	5.49	194	2.0	6.3
26.56	5.48	194	2.0	6.3
26.59	5.47	194	2.0	6.3
26.61	5.47	194	2.0	6.3
26.64	5.47	194	2.0	6.3
26.66	5.47	194	2.0	6.3
26.69	5.45	194	2.0	6.3
26.71	5.43	194	2.0	6.3
26.73	5.42	194	2.0	6.3
26.76	5.37	194	2.0	6.3
26.78	5.32	194	2.0	6.3
26.81	5.26	194	2.0	6.3
26.83	5.20	194	2.0	6.3
26.86	5.12	194	2.0	6.3
26.88	5.04	194	2.0	6.3
26.91	4.95	194	2.0	6.3
26.93	4.88	194	2.0	6.3
26.95	4.77	194	2.0	6.3
26.98	4.68	194	2.0	6.3
27.00	4.57	194	2.0	6.3
27.03	4.46	194	2.0	6.3
27.05	4.34	194	2.0	6.3
27.08	4.22	194	2.0	6.3
27.10	4.08	194	2.0	6.3
27.13	3.96	194	2.0	6.3
27.15	3.82	194	2.0	6.3
27.17	3.66	194	2.0	6.3
27.20	3.52	194	2.0	6.3
27.22	3.36	194	2.0	6.3
27.25	3.21	194	2.0	6.3
27.27	3.07	195	2.0	6.3
27.30	2.96	194	2.0	6.3
27.32	2.84	194	2.0	6.3
27.35	2.71	195	2.0	6.3
27.37	2.60	195	2.0	6.3
27.39	2.47	194	2.0	6.3
27.42	2.35	194	2.0	6.3
27.44	2.23	194	2.0	6.3
27.47	2.12	194	2.0	6.3
27.49	1.98	194	2.0	6.3
27.52	1.87	195	2.0	6.3
27.54	1.74	194	2.0	6.3
27.57	1.62	195	2.0	6.3
27.59	1.55	194	2.0	6.3
27.61	1.48	194	2.0	6.3
27.64	1.41	194	2.0	6.3
27.66	1.35	194	2.0	6.3
27.69	1.29	194	2.0	6.3
27.71	1.22	194	2.0	6.3
27.74	1.15	194	2.0	6.3
27.76	1.08	194	2.0	6.3
27.78	1.03	194	2.0	6.3
27.81	0.96	194	2.0	6.3
27.83	0.90	194	2.0	6.3
27.86	0.87	194	2.0	6.3
27.88	0.83	194	2.0	6.3
27.91	0.81	194	2.0	6.3
27.93	0.77	194	2.0	6.3
27.96	0.74	194	2.0	6.3
27.98	0.68	194	2.0	6.3
28.00	0.64	194	2.0	6.3
28.03	0.59	194	2.0	6.3
28.05	0.56	194	2.0	6.3
28.08	0.53	194	2.0	6.3
28.10	0.54	194	2.0	6.3
28.13	0.53	194	2.0	6.3
28.15	0.51	194	2.0	6.3
28.18	0.51	194	2.0	6.3
28.20	0.51	194	2.0	6.3
28.22	0.51	194	2.0	6.3
28.25	0.50	194	2.0	6.3
28.27	0.51	194	2.0	6.3
28.30	0.51	195	2.0	6.3
28.32	0.51	194	2.0	6.3
28.35	0.51	195	2.0	6.3
28.37	0.52	194	2.0	6.3
28.40	0.56	194	2.0	6.3
28.42	0.57	194	2.0	6.3
28.44	0.58	195	2.0	6.3
28.47	0.57	194	2.0	6.3
28.49	0.59	195	2.0	6.3
28.52	0.57	195	2.0	6.3
28.54	0.57	195	2.0	6.3
28.57	0.59	195	2.0	6.3
28.59	0.65	195	2.0	6.3
28.62	0.67	195	2.0	6.3
28.64	0.70	195	2.0	6.3
28.66	0.76	195	2.0	6.3
28.69	0.79	194	2.0	6.3
28.71	0.81	194	2.0	6.3
28.74	0.85	194	2.0	6.3
28.76	0.89	194	2.0	6.3
28.79	0.92	194	2.0	6.3
28.81	0.96	194	2.0	6.3
28.84	1.00	194	2.0	6.3
28.86	1.05	194	2.0	6.3
28.88	1.12	194	2.0	6.3
28.91	1.16	194	2.0	6.3
28.93	1.22	194	2.0	6.3
28.96	1.25	194	2.0	6.3
28.98	1.30	194	2.0	6.3
29.01	1.32	194	2.0	6.3
29.03	1.34	194	2.0	6.3
29.05	1.38	194	2.0	6.3
29.08	1.45	194	2.0	6.3
29.10	1.49	194	2.0	6.3
29.13	1.56	194	2.0	6.3
29.15	1.64	194	2.0	6.3
29.18	1.71	194	2.0	6.3
29.20	1.78	194	2.0	6.3
29.23	1.84	194	2.0	6.3
29.25	1.91	194	2.0	6.3
29.27	1.99	194	2.0	6.3
29.30	2.04	194	2.0	6.3
29.32	2.11	194	2.0	6.3
29.35	2.18	194	2.0	6.3
29.37	2.23	194	2.0	6.3
29.40	2.29	194	2.0	6.3
29.42	2.37	194	2.0	6.3
29.45	2.43	194	2.0	6.3
29.47	2.51	194	2.0	6.3
29.49	2.58	194	2.0	6.3
29.52	2.64	194	2.0	6.3
29.54	2.72	194	2.0	6.3
29.57	2.78	194	2.0	6.3
29.59	2.84	194	2.0	6.3
29.62	2.91	194	2.0	6.3
29.64	2.99	194	2.0	6.3
29.67	3.07	194	2.0	6.3
29.69	3.15	194	2.0	6.3
29.71	3.24	194	2.0	6.3
29.74	3.33	195	2.0	6.3
29.76	3.42	194	2.0	6.3
29.79	3.50	195	2.0	6.3
29.81	3.59	195	2.0	6.3
29.84	3.68	194	2.0	6.3
29.86	3.74	194	2.0	6.3
29.89	3.81	194	2.0	6.3
29.91	3.87	194	2.0	6.3
29.93	3.94	194	2.0	6.3
29.96	4.01	195	2.0	6.3
29.98	4.09	195	2.0	6.3
30.01	4.17	194	2.0	6.3
30.03	4.27	194	2.0	6.3
30.06	4.36	194	2.0	6.3
30.08	4.46	194	2.0	6.3
30.10	4.55	194	2.0	6.3
30.13	4.67	195	2.0	6.3
30.15	4.74	195	2.0	6.3
30.18	4.83	195	2.0	6.3
30.20	4.91	195	2.0	6.3
30.23	5.00	195	2.0	6.3
30.25	5.08	195	2.0	6.3
30.28	5.18	195	2.0	6.3
30.30	5.28	195	2.0	6.3
30.32	5.38	195	2.0	6.3
30.35	5.47	195	2.0	6.3
30.37	5.57	195	2.0	6.3
30.40	5.68	195	2.0	6.3
30.42	5.78	195	2.0	6.3
30.45	5.85	195	2.0	6.3
30.47	5.92	195	2.0	6.3
30.50	5.98	195	2.0	6.3
30.52	6.06	195	2.0	6.3
30.54	6.15	195	2.0	6.3
30.57	6.25	195	2.0	6.3
30.59	6.36	195	2.0	6.3
30.62	6.49	195	2.0	6.3
30.64	6.58	195	2.0	6.3
30.67	6.69	195	2.0	6.3
30.69	6.80	195	2.0	6.3
30.72	6.90	195	2.0	6.3
30.74	6.99	195	2.0	6.3
30.76	7.08	195	2.0	6.3
30.79	7.17	195	2.0	6.3
30.81	7.25	195	2.0	6.3
30.84	7.34	195	2.0	6.3
30.86	7.43	195	2.0	6.3
30.89	7.54	195	2.0	6.3
30.91	7.63	195	2.0	6.3
30.94	7.73	195	2.0	6.3
30.96	7.84	195	2.0	6.3
30.98	7.92	195	2.0	6.3
31.01	8.00	195	2.0	6.3
31.03	8.08	195	2.0	6.3
31.06	8.17	195	2.0	6.3
31.08	8.26	195	2.0	6.3
31.11	8.36	195	2.0	6.3
31.13	8.46	194	2.0	6.3
31.15	8.56	194	2.0	6.3
31.18	8.63	194	2.0	6.3
31.20	8.74	195	2.0	6.3
31.23	8.82	194	2.0	6.3
31.25	8.90	194	2.0	6.3
31.28	9.00	194	2.0	6.3
31.30	9.06	194	2.0	6.3
31.33	9.09	194	2.0	6.3
31.35	9.14	195	2.0	6.3
31.37	9.17	194	2.0	6.3
31.40	9.21	195	2.0	6.3
31.42	9.26	194	2.0	6.3
31.45	9.30	195	2.0	6.3
31.47	9.34	194	2.0	6.3
31.50	9.36	194	2.0	6.3
31.52	9.38	194	2.0	6.3
31.55	9.39	194	2.0	6.3
31.57	9.38	194	2.0	6.3
31.59	9.39	194	2.0	6.3
31.62	9.39	194	2.0	6.3
31.64	9.36	194	2.0	6.3
31.67	9.35	194	2.0	6.3
31.69	9.33	194	2.0	6.3
31.72	9.27	194	2.0	6.3
31.74	9.19	194	2.0	6.3
31.77	9.10	194	2.0	6.3
31.79	9.00	194	2.0	6.3
31.81	8.87	194	2.0	6.3
31.84	8.73	194	2.0	6.3
31.86	8.63	194	2.0	6.3
31.89	8.51	194	2.0	6.3
31.91	8.37	194	2.0	6.3
31.94	8.25	194	2.0	6.3
31.96	8.09	194	2.0	6.3
31.99	7.92	194	2.0	6.3
32.01	7.73	194	2.0	6.3
32.03	7.54	194	2.0	6.3
32.06	7.32	194	2.0	6.3
32.08	7.11	194	2.0	6.3
32.11	6.86	194	2.0	6.3
32.13	6.61	194	2.0	6.3
32.16	6.39	194	2.0	6.3
32.18	6.21	194	2.0	6.3
32.20	6.01	195	2.0	6.3
32.23	5.82	194	2.0	6.3
32.25	5.64	194	2.0	6.3
32.28	5.39	194	2.0	6.3
32.30	5.10	194	2.0	6.3
32.33	4.84	194	2.0	6.3
32.35	4.58	194	2.0	6.3
32.38	4.34	194	2.0	6.3
32.40	4.11	195	2.0	6.3
32.42	3.90	194	2.0	6.3
32.45	3.72	194	2.0	6.3
32.47	3.56	194	2.0	6.3
32.50	3.38	194	2.0	6.3
32.52	3.24	194	2.0	6.3
32.55	3.07	194	2.0	6.3
32.57	2.92	195	2.0	6.3
32.60	2.75	194	2.0	6.3
32.62	2.60	194	2.0	6.3
32.64	2.45	194	2.0	6.3
32.67	2.35	195	2.0	6.3
32.69	2.21	195	2.0	6.3
32.72	2.11	194	2.0	6.3
32.74	2.02	195	2.0	6.3
32.77	1.94	194	2.0	6.3
32.79	1.83	195	2.0	6.3
32.82	1.75	194	2.0	6.3
32.84	1.67	194	2.0	6.3
32.86	1.59	194	2.0	6.3
32.89	1.52	194	2.0	6.3
32.91	1.46	195	2.0	6.3
32.94	1.43	195	2.0	6.3
32.96	1.39	195	2.0	6.3
32.99	1.34	194	2.0	6.3
33.01	1.32	194	2.0	6.3
33.04	1.30	195	2.0	6.3
33.06	1.27	194	2.0	6.3
33.08	1.26	194	2.0	6.3
33.11	1.25	194	2.0	6.3
33.13	1.24	194	2.0	6.3
33.16	1.27	194	2.0	6.3
33.18	1.27	194	2.0	6.3
33.21	1.27	194	2.0	6.3
33.23	1.30	194	2.0	6.3
33.26	1.31	194	2.0	6.3
33.28	1.30	194	2.0	6.3
33.30	1.30	194	2.0	6.3
33.33	1.33	194	2.0	6.3
33.35	1.34	194	2.0	6.3
33.38	1.36	194	2.0	6.3
33.40	1.39	194	2.0	6.3
33.43	1.44	194	2.0	6.3
33.45	1.49	194	2.0	6.3
33.47	1.54	194	2.0	6.3
33.50	1.60	194	2.0	6.3
33.52	1.66	194	2.0	6.3
33.55	1.73	194	2.0	6.3
33.57	1.80	194	2.0	6.3
33.60	1.86	194	2.0	6.3
33.62	1.92	194	2.0	6.3
33.65	1.99	194	2.0	6.3
33.67	2.05	194	2.0	6.3
33.69	2.10	194	2.0	6.3
33.72	2.18	194	2.0	6.3
33.74	2.26	194	2.0	6.3
33.77	2.32	194	2.0	6.3
33.79	2.39	194	2.0	6.3
33.82	2.48	194	2.0	6.3
33.84	2.56	194	2.0	6.3
33.87	2.64	194	2.0	6.3
33.89	2.72	194	2.0	6.3
33.91	2.80	194	2.0	6.3
33.94	2.88	194	2.0	6.3
33.96	2.95	194	2.0	6.3
33.99	3.04	194	2.0	6.3
34.01	3.14	194	2.0	6.3
34.04	3.24	194	2.0	6.3
34.06	3.34	195	2.0	6.3
34.09	3.45	195	2.0	6.3
34.11	3.54	195	2.0	6.3
34.13	3.67	195	2.0	6.3
34.16	3.78	195	2.0	6.3
34.18	3.87	195	2.0	6.3
34.21	3.98	195	2.0	6.3
34.23	4.08	195	2.0	6.3
34.26	4.14	195	2.0	6.3
34.28	4.21	195	2.0	6.3
34.31	4.32	195	2.0	6.3
34.33	4.43	195	2.0	6.3
34.35	4.54	195	2.0	6.3
34.38	4.67	195	2.0	6.3
34.40	4.83	195	2.0	6.3
34.43	4.96	195	2.0	6.3
34.45	5.05	195	2.0	6.3
34.48	5.15	195	2.0	6.3
34.50	5.24	195	2.0	6.3
34.52	5.32	195	2.0	6.3
34.55	5.42	194	2.0	6.3
34.57	5.55	194	2.0	6.3
34.60	5.68	194	2.0	6.3
34.62	5.84	194	2.0	6.3
34.65	5.95	194	2.0	6.3
34.67	6.09	194	2.0	6.3
34.70	6.23	194	2.0	6.3
34.72	6.35	194	2.0	6.3
34.74	6.44	194	2.0	6.3
34.77	6.51	194	2.0	6.3
34.79	6.61	194	2.0	6.3
34.82	6.71	194	2.0	6.3
34.84	6.80	194	2.0	6.3
34.87	6.93	194	2.0	6.3
34.89	7.10	194	2.0	6.3
34.92	7.23	194	2.0	6.3
34.94	7.37	194	2.0	6.3
34.96	7.51	194	2.0	6.3
34.99	7.64	194	2.0	6.3
35.01	7.78	194	2.0	6.3
35.04	7.90	194	2.0	6.3
35.06	8.01	194	2.0	6.3
35.09	8.15	194	2.0	6.3
35.11	8.28	194	2.0	6.3
35.14	8.40	194	2.0	6.3
35.16	8.54	194	2.0	6.3
35.18	8.69	194	2.0	6.3
35.21	8.83	194	2.0	6.3
35.23	8.95	194	2.0	6.3
35.26	9.08	194	2.0	6.3
35.28	9.25	194	2.0	6.3
35.31	9.38	194	2.0	6.3
35.33	9.49	194	2.0	6.3
35.36	9.63	194	2.0	6.3
35.38	9.74	194	2.0	6.3
35.40	9.86	194	2.0	6.3
35.43	9.97	194	2.0	6.3
35.45	10.11	194	2.0	6.3
35.48	10.25	194	2.0	6.3
35.50	10.39	194	2.0	6.3
35.53	10.53	194	2.0	6.3
35.55	10.68	194	2.0	6.3
35.57	10.82	194	2.0	6.3
35.60	10.96	194	2.0	6.3
35.62	11.09	194	2.0	6.3
35.65	11.19	194	2.0	6.3
35.67	11.32	194	2.0	6.3
35.70	11.44	194	2.0	6.3
35.72	11.55	194	2.0	6.3
35.75	11.66	194	2.0	6.3
35.77	11.79	194	2.0	6.3
35.79	11.92	194	2.0	6.3
35.82	12.07	194	2.0	6.3
35.84	12.21	194	2.0	6.3
35.87	12.39	194	2.0	6.3
35.89	12.52	194	2.0	6.3
35.92	12.62	194	2.0	6.3
35.94	12.73	194	2.0	6.3
35.97	12.84	194	2.0	6.3
35.99	12.94	194	2.0	6.3
36.01	13.07	194	2.0	6.3
36.04	13.19	194	2.0	6.3
36.06	13.32	194	2.0	6.3
36.09	13.46	194	2.0	6.3
36.11	13.59	194	2.0	6.3
36.14	13.71	194	2.0	6.3
36.16	13.88	194	2.0	6.3
36.19	13.97	194	2.0	6.3
36.21	14.05	194	2.0	6.3
36.23	14.09	194	2.0	6.3
36.26	14.17	194	2.0	6.3
36.28	14.22	194	2.0	6.3
36.31	14.30	194	2.0	6.3
36.33	14.39	194	2.0	6.3
36.36	14.51	194	2.0	6.3
36.38	14.58	194	2.0	6.3
36.41	14.63	194	2.0	6.3
36.43	14.69	194	2.0	6.3
36.45	14.71	194	2.0	6.3
36.48	14.73	194	2.0	6.3
36.50	14.76	194	2.0	6.3
36.53	14.78	194	2.0	6.3
36.55	14.79	194	2.0	6.3
36.58	14.79	194	2.0	6.3
36.60	14.78	194	2.0	6.3
36.62	14.72	194	2.0	6.3
36.65	14.67	194	2.0	6.3
36.67	14.59	194	2.0	6.3
36.70	14.49	194	2.0	6.3
36.72	14.37	194	2.0	6.3
36.75	14.28	194	2.0	6.3
36.77	14.15	194	2.0	6.3
36.80	14.02	194	2.0	6.3
36.82	13.85	194	2.0	6.3
36.84	13.69	194	2.0	6.3
36.87	13.48	194	2.0	6.3
36.89	13.23	194	2.0	6.3
36.92	13.00	194	2.0	6.3
36.94	12.73	194	2.0	6.3
36.97	12.46	194	2.0	6.3
36.99	12.17	194	2.0	6.3
37.02	11.85	194	2.0	6.3
37.04	11.58	194	2.0	6.3
37.06	11.31	194	2.0	6.3
37.09	11.02	194	2.0	6.3
37.11	10.72	194	2.0	6.3
37.14	10.45	194	2.0	6.3
37.16	10.09	194	2.0	6.3
37.19	9.72	194	2.0	6.3
37.21	9.33	194	2.0	6.3
37.24	8.98	194	2.0	6.3
37.26	8.60	194	2.0	6.3
37.28	8.23	194	2.0	6.3
37.31	7.91	194	2.0	6.3
37.33	7.65	194	2.0	6.3
37.36	7.37	194	2.0	6.3
37.38	7.09	194	2.0	6.3
