Voltage U1	Current IA	Temperature Tact	Voltage U2	Voltage UH
6.73	0.00	186	2.0	6.3
6.76	0.00	186	2.0	6.3
6.78	0.00	186	2.0	6.3
6.81	0.00	186	2.0	6.3
6.83	0.01	186	2.0	6.3
6.86	0.01	186	2.0	6.3
6.88	0.01	186	2.0	6.3
6.91	0.02	186	2.0	6.3
6.93	0.02	186	2.0	6.3
6.95	0.01	186	2.0	6.3
6.98	0.01	186	2.0	6.3
7.00	0.01	186	2.0	6.3
7.03	0.00	186	2.0	6.3
7.05	0.00	186	2.0	6.3
7.08	0.00	186	2.0	6.3
7.10	0.00	186	2.0	6.3
7.13	0.00	186	2.0	6.3
7.15	0.00	186	2.0	6.3
7.17	0.00	186	2.0	6.3
7.20	0.00	186	2.0	6.3
7.22	0.01	186	2.0	6.3
7.25	0.00	186	2.0	6.3
7.27	0.01	186	2.0	6.3
7.30	0.01	186	2.0	6.3
7.32	0.04	186	2.0	6.3
7.35	0.04	186	2.0	6.3
7.37	0.04	186	2.0	6.3
7.39	0.05	186	2.0	6.3
7.42	0.05	186	2.0	6.3
7.44	0.02	186	2.0	6.3
7.47	0.02	186	2.0	6.3
7.49	0.02	186	2.0	6.3
7.52	0.00	186	2.0	6.3
7.54	0.00	186	2.0	6.3
7.57	0.00	186	2.0	6.3
7.59	0.00	186	2.0	6.3
7.61	0.00	186	2.0	6.3
7.64	0.00	186	2.0	6.3
7.66	0.01	186	2.0	6.3
7.69	0.01	186	2.0	6.3
7.71	0.01	186	2.0	6.3
7.74	0.01	186	2.0	6.3
7.76	0.01	185	2.0	6.3
7.78	0.00	186	2.0	6.3
7.81	0.01	186	2.0	6.3
7.83	0.01	186	2.0	6.3
7.86	0.01	186	2.0	6.3
7.88	0.03	185	2.0	6.3
7.91	0.03	186	2.0	6.3
7.93	0.04	185	2.0	6.3
7.96	0.03	185	2.0	6.3
7.98	0.03	186	2.0	6.3
8.00	0.02	185	2.0	6.3
8.03	0.02	186	2.0	6.3
8.05	0.02	185	2.0	6.3
8.08	0.02	186	2.0	6.3
8.10	0.02	185	2.0	6.3
8.13	0.01	185	2.0	6.3
8.15	0.01	185	2.0	6.3
8.18	0.01	185	2.0	6.3
8.20	0.01	186	2.0	6.3
8.22	0.01	185	2.0	6.3
8.25	0.01	186	2.0	6.3
8.27	0.02	185	2.0	6.3
8.30	0.02	186	2.0	6.3
8.32	0.02	186	2.0	6.3
8.35	0.02	185	2.0	6.3
8.37	0.02	185	2.0	6.3
8.40	0.02	185	2.0	6.3
8.42	0.02	186	2.0	6.3
8.44	0.02	185	2.0	6.3
8.47	0.03	186	2.0	6.3
8.49	0.01	186	2.0	6.3
8.52	0.01	185	2.0	6.3
8.54	0.01	186	2.0	6.3
8.57	0.01	186	2.0	6.3
8.59	0.00	186	2.0	6.3
8.62	0.01	185	2.0	6.3
8.64	0.01	186	2.0	6.3
8.66	0.01	186	2.0	6.3
8.69	0.01	186	2.0	6.3
8.71	0.01	186	2.0	6.3
8.74	0.01	186	2.0	6.3
8.76	0.01	186	2.0	6.3
8.79	0.01	186	2.0	6.3
8.81	0.02	186	2.0	6.3
8.84	0.02	186	2.0	6.3
8.86	0.03	186	2.0	6.3
8.88	0.03	186	2.0	6.3
8.91	0.03	186	2.0	6.3
8.93	0.02	186	2.0	6.3
8.96	0.02	186	2.0	6.3
8.98	0.00	186	2.0	6.3
9.01	0.00	186	2.0	6.3
9.03	0.00	186	2.0	6.3
9.05	0.00	186	2.0	6.3
9.08	0.00	186	2.0	6.3
9.10	0.00	186	2.0	6.3
9.13	0.00	186	2.0	6.3
9.15	0.00	186	2.0	6.3
9.18	0.00	186	2.0	6.3
9.20	0.00	186	2.0	6.3
9.23	0.00	186	2.0	6.3
9.25	0.00	186	2.0	6.3
9.27	0.00	186	2.0	6.3
9.30	0.00	186	2.0	6.3
9.32	0.00	186	2.0	6.3
9.35	0.03	186	2.0	6.3
9.37	0.03	186	2.0	6.3
9.40	0.03	186	2.0	6.3
9.42	0.03	186	2.0	6.3
9.45	0.03	186	2.0	6.3
9.47	0.00	186	2.0	6.3
9.49	0.00	186	2.0	6.3
9.52	0.00	186	2.0	6.3
9.54	0.00	186	2.0	6.3
9.57	0.00	186	2.0	6.3
9.59	0.00	186	2.0	6.3
9.62	0.00	186	2.0	6.3
9.64	0.00	186	2.0	6.3
9.67	0.00	186	2.0	6.3
9.69	0.00	186	2.0	6.3
9.71	0.01	186	2.0	6.3
9.74	0.02	186	2.0	6.3
9.76	0.02	186	2.0	6.3
9.79	0.02	186	2.0	6.3
9.81	0.02	186	2.0	6.3
9.84	0.03	186	2.0	6.3
9.86	0.03	186	2.0	6.3
9.89	0.03	186	2.0	6.3
9.91	0.03	186	2.0	6.3
9.93	0.03	186	2.0	6.3
9.96	0.00	186	2.0	6.3
9.98	0.00	186	2.0	6.3
10.01	0.00	186	2.0	6.3
10.03	0.01	186	2.0	6.3
10.06	0.01	186	2.0	6.3
10.08	0.02	186	2.0	6.3
10.10	0.02	186	2.0	6.3
10.13	0.03	186	2.0	6.3
10.15	0.03	186	2.0	6.3
10.18	0.03	186	2.0	6.3
10.20	0.05	186	2.0	6.3
10.23	0.05	186	2.0	6.3
10.25	0.06	186	2.0	6.3
10.28	0.07	186	2.0	6.3
10.30	0.07	186	2.0	6.3
10.32	0.09	186	2.0	6.3
10.35	0.09	186	2.0	6.3
10.37	0.10	186	2.0	6.3
10.40	0.08	186	2.0	6.3
10.42	0.09	186	2.0	6.3
10.45	0.06	186	2.0	6.3
10.47	0.06	186	2.0	6.3
10.50	0.06	186	2.0	6.3
10.52	0.08	186	2.0	6.3
10.54	0.09	186	2.0	6.3
10.57	0.09	186	2.0	6.3
10.59	0.11	185	2.0	6.3
10.62	0.12	186	2.0	6.3
10.64	0.13	185	2.0	6.3
10.67	0.13	186	2.0	6.3
10.69	0.14	186	2.0	6.3
10.72	0.14	186	2.0	6.3
10.74	0.15	186	2.0	6.3
10.76	0.16	185	2.0	6.3
10.79	0.17	186	2.0	6.3
10.81	0.20	185	2.0	6.3
10.84	0.21	185	2.0	6.3
10.86	0.22	186	2.0	6.3
10.89	0.20	186	2.0	6.3
10.91	0.20	186	2.0	6.3
10.94	0.18	186	2.0	6.3
10.96	0.18	186	2.0	6.3
10.98	0.19	186	2.0	6.3
11.01	0.22	186	2.0	6.3
11.03	0.23	185	2.0	6.3
11.06	0.23	186	2.0	6.3
11.08	0.26	186	2.0	6.3
11.11	0.26	186	2.0	6.3
11.13	0.28	186	2.0	6.3
11.15	0.30	186	2.0	6.3
11.18	0.32	186	2.0	6.3
11.20	0.33	186	2.0	6.3
11.23	0.33	186	2.0	6.3
11.25	0.34	186	2.0	6.3
11.28	0.34	186	2.0	6.3
11.30	0.38	186	2.0	6.3
11.33	0.38	186	2.0	6.3
11.35	0.40	186	2.0	6.3
11.37	0.39	186	2.0	6.3
11.40	0.39	186	2.0	6.3
11.42	0.38	186	2.0	6.3
11.45	0.37	186	2.0	6.3
11.47	0.37	186	2.0	6.3
11.50	0.40	186	2.0	6.3
11.52	0.41	186	2.0	6.3
11.55	0.42	186	2.0	6.3
11.57	0.44	186	2.0	6.3
11.59	0.44	186	2.0	6.3
11.62	0.45	186	2.0	6.3
11.64	0.46	186	2.0	6.3
11.67	0.47	186	2.0	6.3
11.69	0.48	186	2.0	6.3
11.72	0.48	186	2.0	6.3
11.74	0.50	186	2.0	6.3
11.77	0.50	186	2.0	6.3
11.79	0.50	186	2.0	6.3
11.81	0.51	186	2.0	6.3
11.84	0.50	186	2.0	6.3
11.86	0.48	186	2.0	6.3
11.89	0.49	186	2.0	6.3
11.91	0.47	186	2.0	6.3
11.94	0.45	186	2.0	6.3
11.96	0.45	186	2.0	6.3
11.99	0.45	186	2.0	6.3
12.01	0.45	186	2.0	6.3
12.03	0.45	186	2.0	6.3
12.06	0.46	186	2.0	6.3
12.08	0.46	186	2.0	6.3
12.11	0.46	186	2.0	6.3
12.13	0.45	186	2.0	6.3
12.16	0.47	186	2.0	6.3
12.18	0.45	186	2.0	6.3
12.21	0.45	186	2.0	6.3
12.23	0.44	186	2.0	6.3
12.25	0.42	186	2.0	6.3
12.28	0.42	186	2.0	6.3
12.30	0.41	186	2.0	6.3
12.33	0.41	186	2.0	6.3
12.35	0.40	186	2.0	6.3
12.38	0.40	186	2.0	6.3
12.40	0.37	186	2.0	6.3
12.42	0.35	186	2.0	6.3
12.45	0.34	186	2.0	6.3
12.47	0.34	186	2.0	6.3
12.50	0.33	186	2.0	6.3
12.52	0.31	186	2.0	6.3
12.55	0.33	186	2.0	6.3
12.57	0.32	186	2.0	6.3
12.60	0.31	186	2.0	6.3
12.62	0.31	186	2.0	6.3
12.64	0.32	186	2.0	6.3
12.67	0.31	186	2.0	6.3
12.69	0.31	186	2.0	6.3
12.72	0.30	186	2.0	6.3
12.74	0.28	186	2.0	6.3
12.77	0.26	186	2.0	6.3
12.79	0.24	186	2.0	6.3
12.82	0.23	186	2.0	6.3
12.84	0.22	186	2.0	6.3
12.86	0.22	186	2.0	6.3
12.89	0.20	186	2.0	6.3
12.91	0.18	186	2.0	6.3
12.94	0.17	186	2.0	6.3
12.96	0.17	186	2.0	6.3
12.99	0.17	186	2.0	6.3
13.01	0.16	186	2.0	6.3
13.04	0.19	186	2.0	6.3
13.06	0.17	185	2.0	6.3
13.08	0.16	186	2.0	6.3
13.11	0.16	186	2.0	6.3
13.13	0.18	186	2.0	6.3
13.16	0.17	185	2.0	6.3
13.18	0.17	186	2.0	6.3
13.21	0.17	186	2.0	6.3
13.23	0.17	186	2.0	6.3
13.26	0.13	185	2.0	6.3
13.28	0.13	186	2.0	6.3
13.30	0.12	186	2.0	6.3
13.33	0.11	186	2.0	6.3
13.35	0.10	185	2.0	6.3
13.38	0.10	185	2.0	6.3
13.40	0.08	186	2.0	6.3
13.43	0.08	186	2.0	6.3
13.45	0.07	186	2.0	6.3
13.47	0.06	186	2.0	6.3
13.50	0.06	186	2.0	6.3
13.52	0.07	185	2.0	6.3
13.55	0.07	185	2.0	6.3
13.57	0.07	186	2.0	6.3
13.60	0.06	186	2.0	6.3
13.62	0.08	186	2.0	6.3
13.65	0.07	186	2.0	6.3
13.67	0.07	186	2.0	6.3
13.69	0.07	186	2.0	6.3
13.72	0.07	186	2.0	6.3
13.74	0.05	186	2.0	6.3
13.77	0.04	185	2.0	6.3
13.79	0.04	185	2.0	6.3
13.82	0.03	186	2.0	6.3
13.84	0.03	186	2.0	6.3
13.87	0.03	186	2.0	6.3
13.89	0.03	186	2.0	6.3
13.91	0.04	186	2.0	6.3
13.94	0.03	186	2.0	6.3
13.96	0.05	186	2.0	6.3
13.99	0.04	185	2.0	6.3
14.01	0.06	186	2.0	6.3
14.04	0.04	186	2.0	6.3
14.06	0.04	186	2.0	6.3
14.09	0.04	186	2.0	6.3
14.11	0.06	186	2.0	6.3
14.13	0.05	186	2.0	6.3
14.16	0.07	186	2.0	6.3
14.18	0.09	186	2.0	6.3
14.21	0.09	186	2.0	6.3
14.23	0.09	186	2.0	6.3
14.26	0.07	186	2.0	6.3
14.28	0.08	186	2.0	6.3
14.31	0.07	186	2.0	6.3
14.33	0.05	186	2.0	6.3
14.35	0.04	186	2.0	6.3
14.38	0.03	186	2.0	6.3
14.40	0.04	186	2.0	6.3
14.43	0.03	186	2.0	6.3
14.45	0.03	186	2.0	6.3
14.48	0.03	186	2.0	6.3
14.50	0.03	186	2.0	6.3
14.52	0.00	186	2.0	6.3
14.55	0.03	186	2.0	6.3
14.57	0.05	186	2.0	6.3
14.60	0.10	186	2.0	6.3
14.62	0.13	186	2.0	6.3
14.65	0.15	186	2.0	6.3
14.67	0.16	186	2.0	6.3
14.70	0.17	186	2.0	6.3
14.72	0.15	186	2.0	6.3
14.74	0.16	186	2.0	6.3
14.77	0.17	186	2.0	6.3
14.79	0.18	186	2.0	6.3
14.82	0.20	186	2.0	6.3
14.84	0.21	186	2.0	6.3
14.87	0.21	186	2.0	6.3
14.89	0.22	186	2.0	6.3
14.92	0.22	186	2.0	6.3
14.94	0.24	186	2.0	6.3
14.96	0.25	186	2.0	6.3
14.99	0.28	186	2.0	6.3
15.01	0.29	186	2.0	6.3
15.04	0.30	186	2.0	6.3
15.06	0.31	186	2.0	6.3
15.09	0.35	186	2.0	6.3
15.11	0.36	186	2.0	6.3
15.14	0.39	186	2.0	6.3
15.16	0.41	186	2.0	6.3
15.18	0.44	186	2.0	6.3
15.21	0.42	186	2.0	6.3
15.23	0.42	186	2.0	6.3
15.26	0.43	186	2.0	6.3
15.28	0.44	186	2.0	6.3
15.31	0.45	186	2.0	6.3
15.33	0.47	186	2.0	6.3
15.36	0.48	186	2.0	6.3
15.38	0.50	186	2.0	6.3
15.40	0.51	186	2.0	6.3
15.43	0.53	186	2.0	6.3
15.45	0.55	186	2.0	6.3
15.48	0.58	186	2.0	6.3
15.50	0.61	186	2.0	6.3
15.53	0.62	186	2.0	6.3
15.55	0.63	186	2.0	6.3
15.57	0.68	186	2.0	6.3
15.60	0.69	186	2.0	6.3
15.62	0.72	186	2.0	6.3
15.65	0.76	186	2.0	6.3
15.67	0.78	186	2.0	6.3
15.70	0.78	186	2.0	6.3
15.72	0.79	186	2.0	6.3
15.75	0.80	186	2.0	6.3
15.77	0.81	186	2.0	6.3
15.79	0.81	186	2.0	6.3
15.82	0.84	186	2.0	6.3
15.84	0.87	186	2.0	6.3
15.87	0.89	186	2.0	6.3
15.89	0.91	186	2.0	6.3
15.92	0.95	186	2.0	6.3
15.94	0.97	186	2.0	6.3
15.97	1.00	186	2.0	6.3
15.99	1.02	186	2.0	6.3
16.01	1.05	186	2.0	6.3
16.04	1.07	186	2.0	6.3
16.06	1.11	186	2.0	6.3
16.09	1.13	186	2.0	6.3
16.11	1.16	186	2.0	6.3
16.14	1.18	186	2.0	6.3
16.16	1.20	186	2.0	6.3
16.19	1.20	186	2.0	6.3
16.21	1.21	186	2.0	6.3
16.23	1.24	186	2.0	6.3
16.26	1.25	186	2.0	6.3
16.28	1.27	186	2.0	6.3
16.31	1.29	186	2.0	6.3
16.33	1.32	186	2.0	6.3
16.36	1.35	186	2.0	6.3
16.38	1.37	186	2.0	6.3
16.41	1.40	186	2.0	6.3
16.43	1.42	186	2.0	6.3
16.45	1.43	186	2.0	6.3
16.48	1.45	186	2.0	6.3
16.50	1.47	186	2.0	6.3
16.53	1.47	186	2.0	6.3
16.55	1.52	186	2.0	6.3
16.58	1.54	186	2.0	6.3
16.60	1.55	186	2.0	6.3
16.63	1.58	186	2.0	6.3
16.65	1.58	186	2.0	6.3
16.67	1.55	185	2.0	6.3
16.70	1.54	186	2.0	6.3
16.72	1.54	186	2.0	6.3
16.75	1.53	185	2.0	6.3
16.77	1.53	186	2.0	6.3
16.80	1.53	186	2.0	6.3
16.82	1.54	185	2.0	6.3
16.84	1.54	185	2.0	6.3
16.87	1.53	186	2.0	6.3
16.89	1.53	185	2.0	6.3
16.92	1.52	185	2.0	6.3
16.94	1.51	186	2.0	6.3
16.97	1.50	186	2.0	6.3
16.99	1.48	186	2.0	6.3
17.02	1.46	186	2.0	6.3
17.04	1.46	186	2.0	6.3
17.06	1.44	186	2.0	6.3
17.09	1.41	186	2.0	6.3
17.11	1.40	186	2.0	6.3
17.14	1.38	186	2.0	6.3
17.16	1.33	186	2.0	6.3
17.19	1.27	186	2.0	6.3
17.21	1.25	186	2.0	6.3
17.24	1.20	186	2.0	6.3
17.26	1.17	186	2.0	6.3
17.28	1.14	186	2.0	6.3
17.31	1.13	186	2.0	6.3
17.33	1.10	186	2.0	6.3
17.36	1.07	186	2.0	6.3
17.38	1.04	186	2.0	6.3
17.41	1.00	186	2.0	6.3
17.43	0.96	186	2.0	6.3
17.46	0.91	186	2.0	6.3
17.48	0.88	186	2.0	6.3
17.50	0.86	186	2.0	6.3
17.53	0.85	186	2.0	6.3
17.55	0.82	186	2.0	6.3
17.58	0.80	186	2.0	6.3
17.60	0.79	186	2.0	6.3
17.63	0.75	186	2.0	6.3
17.65	0.70	186	2.0	6.3
17.68	0.65	186	2.0	6.3
17.70	0.62	186	2.0	6.3
17.72	0.57	186	2.0	6.3
17.75	0.54	186	2.0	6.3
17.77	0.51	186	2.0	6.3
17.80	0.50	186	2.0	6.3
17.82	0.48	186	2.0	6.3
17.85	0.46	186	2.0	6.3
17.87	0.44	186	2.0	6.3
17.89	0.43	186	2.0	6.3
17.92	0.41	185	2.0	6.3
17.94	0.39	186	2.0	6.3
17.97	0.37	186	2.0	6.3
17.99	0.35	186	2.0	6.3
18.02	0.34	185	2.0	6.3
18.04	0.33	185	2.0	6.3
18.07	0.31	185	2.0	6.3
18.09	0.32	185	2.0	6.3
18.11	0.31	186	2.0	6.3
18.14	0.28	186	2.0	6.3
18.16	0.25	186	2.0	6.3
18.19	0.24	186	2.0	6.3
18.21	0.21	186	2.0	6.3
18.24	0.19	186	2.0	6.3
18.26	0.18	185	2.0	6.3
18.29	0.20	186	2.0	6.3
18.31	0.18	185	2.0	6.3
18.33	0.16	186	2.0	6.3
18.36	0.17	185	2.0	6.3
18.38	0.15	186	2.0	6.3
18.41	0.14	185	2.0	6.3
18.43	0.15	186	2.0	6.3
18.46	0.15	186	2.0	6.3
18.48	0.14	186	2.0	6.3
18.51	0.14	185	2.0	6.3
18.53	0.13	185	2.0	6.3
18.55	0.13	186	2.0	6.3
18.58	0.15	186	2.0	6.3
18.60	0.14	185	2.0	6.3
18.63	0.15	186	2.0	6.3
18.65	0.12	185	2.0	6.3
18.68	0.12	186	2.0	6.3
18.70	0.10	186	2.0	6.3
18.73	0.09	185	2.0	6.3
18.75	0.09	185	2.0	6.3
18.77	0.12	186	2.0	6.3
18.80	0.13	186	2.0	6.3
18.82	0.14	186	2.0	6.3
18.85	0.16	186	2.0	6.3
